ID_Estadistico;Division;IG_3_6;IG_3_6_1;IG_3_1;IG_3_1_8;IG_3_2_1;IG_3_2_2;IG_3_2_3;IG_3_3;IG_3_4;IG_3_6_1_1;IG_3_6_1_2;IG_3_5_1;IG_3_5_2_0_1;IG_3_5_2_1_1;IG_3_5_2_1_2;IG_3_5_2_2_1;IG_3_5_2_2_2;IG_3_5_2_3;IG_3_5_2_4;IG_3_7;IG_4_1_1;IG_4_1_2;IG_4_1_3;IG_4_2_1;IG_4_2_2;IG_4_2_3;IG_4_2_4;IG_4_2_5;IG_4_2_6;IG_4_2_7;IG_4_2_8;IG_4_3_1_M;IG_4_3_2_M;IG_4_3_3_M;IG_4_3_4_M;IG_4_3_5_M;IG_4_3_6_M;IG_4_3_7_M;IG_4_3_8_M;IG_4_3_9_M;IG_4_3_1_H;IG_4_3_2_H;IG_4_3_3_H;IG_4_3_4_H;IG_4_3_5_H;IG_4_3_6_H;IG_4_3_7_H;IG_4_3_8_H;IG_4_3_9_H;IG_4_4_1_M;IG_4_4_2_M;IG_4_4_3_M;IG_4_4_1_H;IG_4_4_2_H;IG_4_4_3_H;IG_4_5_M;IG_4_5_H;IG_5_1_1_1;IG_5_1_2_1;IG_5_1_1_2;IG_5_1_2_2;IG_5_1_1_3;IG_5_1_2_3;IG_5_2_1;IG_5_2_2;IG_5_2_3;IG_5_3_1;IG_5_3_2;IG_5_3_3;IG_5_4;IG_5_5_1;IG_5_5_2;IG_5_5_3;B1_1_1;B1_2_1;B1_3_1;B1_4_1;B1_5_1;B1_6_1;B1_7_1;B1_8_1;B1_9_1;B1_1_2;B1_2_2;B1_3_2;B1_4_2;B1_5_2;B1_6_2;B1_7_2;B1_8_2;B1_9_2;B1_1_3;B1_2_3;B1_3_3;B1_4_3;B1_5_3;B1_6_3;B1_7_3;B1_8_3;B1_9_3;B1_1_4;B1_2_4;B1_3_4;B1_4_4;B1_5_4;B1_6_4;B1_7_4;B1_8_4;B1_9_4;B2_B_1;B2_A;C1_1_1_M;C1_1_2_M;C1_1_3_M;C1_2_1_M;C1_2_2_M;C1_2_3_M;C1_1_1_H;C1_1_2_H;C1_1_3_H;C1_2_1_H;C1_2_2_H;C1_2_3_H;C2_1_M;C2_2_M;C2_3_M;C2_4_M;C2_5_M;C2_6_M;C2_7_M;C2_8_M;C2_9_M;C2_1_H;C2_2_H;C2_3_H;C2_4_H;C2_5_H;C2_6_H;C2_7_H;C2_8_H;C2_9_H;C3_1_M;C3_2_M;C3_3_M;C3_1_H;C3_2_H;C3_3_H;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_6_1;D2_1;D2_2_1;D2_2_10;D2_2_3;D2_2_2;D2_2_11;D2_2_9;D2_2_6;D2_2_12;D2_2_5;D2_2_8;D2_2_7;D2_2_1_1;D2_2_10_1;D2_2_3_1;D2_2_2_1;D2_2_11_1;D2_2_9_1;D2_2_6_1;D2_2_12_1;D2_2_5_1;D2_2_8_1;D2_2_7_1;D2_2_11_2;D2_2_7_2;D7_3;D7_4;D7_5;D7_6;D7_4_1;D7_5_1;D7_6_1;D8_1;D8_2;D8_3;D8_4;D8_5;D8_5_1;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_8;D3_9;D3_9A;D3_7;D3_1_1;D3_2_1;D3_3_1;D3_4_1;D3_5_1;D3_6_1;D3_8_1;D3_9_1;D3_9A_1;D3_7_1;D4_A;D6_A;E1_1_1;E1_2_1;E1_1_2;E1_2_2;E3_1_1;E3_2_1;E3_3_1;E3_1_2;E3_2_2;E3_3_2;E4_1;E4_2;E4_3;E4_4;E4_5;E4_15;E4_6;E4_7;E4_8;E4_9;E4_16;E4_10;E4_11;E4_12;E4_13;E4_14;E4_17;E5_1;E5_2;E5_3;E5_4;E5_5;E5_6;E5_7;E5_8;E8_1;E8_2;E6_1;E6_2;E6_3;E6_4;E6_5;E6_6;F1_1_1;F1_2_1;F1_3_1;F1_4_1;F1_5_1;F1_6_1;F1_7_1;F1_8_1;F1_9_1;F1_10_1;F1_11_1;F1_11_5;G1A_1;G1A_1_9;G1A_1_1;G1A_1_2;G1A_1_3;G1A_1_4;G1A_1_5;G1A_1_6;G1A_1_7;G1A_1_8;G1A_2;G1A_2_9;G1A_2_1;G1A_2_2;G1A_2_3;G1A_2_4;G1A_2_5;G1A_2_6;G1A_2_7;G1A_2_8;G1A_3;G1A_3_9;G1A_3_1;G1A_3_2;G1A_3_3;G1A_3_4;G1A_3_5;G1A_3_6;G1A_3_7;G1A_3_8;G2A_1;G2A_2_1;G2A_2_2;G2A_2_3;G2A_2_4;G2A_2_5;G2A_2_6;G2A_2_6_1;G3A_1;G3A_2_1;G3A_2_2;G3A_2_3;G3A_2_4;G3A_3_1;G3A_3_2;G3A_3_3;G3A_3_4;H1A_1;H1A_2;H1A_3;H1A_4;H1A_22;H1A_5;H1A_6;H1A_7;H1A_8;H1A_9;H1A_10;H1A_11;H1A_12;H1A_13;H1A_14;H1A_16;H1A_17;H1A_18;H1A_19;H1A_20;H1A_21;H1A_15;H1A_15_2;H2A_1;H2A_2;H2A_3;H2A_4;H2A_1_1;I1_1;I1_2;I1_3;I1_4;I1_6;I1_7;I1_8;I1_9;I1_10;I1_11;I1_13;I2_1;I2_2;I2_3;I2_4;I2_5;I2_6;I2_7;I2_8;I2_9;I2_10;I2_11;I2_12;I2_13;I2_14;I2_15;I2_16;I2_17;I3_1;I3_2;I3_3;I3_4;I3_5;I3_6;I3_7;I3_8;I3_9;I4_1;I4_2;I4_3;I4_4;Innovativa;w_trans;w_long
2397;10;2;100;3;;2;0;999;2;2006;1;0;1;5;;0;;0;0;0;2;10;12;11;0;0;9;0;0;2;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;46565152;867092;57994638;976690;66583500;958904;0;0;0;999;999;999;4005971;851688;4195459;257560;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;3;2;3;2;1;1;999;;1;1;1;2;I Y D;1;1;2;2;2;2;1;2;2;2;;4;4;1;1;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;6,514578982;8,13575445
2399;77;2;100;4;;1;2008;724;1;2008;1;0;1;3;;0;;0;0;0;2;17;19;21;8;0;3;2;8;0;0;21;0;0;0;0;1;0;0;2;0;3;0;0;0;0;0;0;2;0;3;0;0;4;1;0;0;0;146418782;177911;141017933;192020;237818646;71872;0;4;29;600;;;33829036;3689343;25089521;45935066;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;4;4;2;4;2;2;2;2;2;4;4;2;3;3;4;3;4;4;4;4;4;999;;1;1;2;2;INGENIERIA;2;999;999;999;999;999;999;999;999;999;999;3;2;3;2;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;3,245126968;4,178184499
2400;82;2;100;2;;2;0;999;2;2018;1;0;2;999;1;3;;0;0;3;2;25;25;25;0;0;18;0;0;7;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;12600000;0;12900000;0;13916000;0;0;0;0;999;999;999;3673106;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;1;1;2;2;2;2;2;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Pertenecemos a una Red de Cobranzas (Abitab S.A.) y por lo tanto todo el desarrollo se desarrolla en la misma.;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;4;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;2,91264117;8,705161309
2401;52;2;100;4;;1;2007;152;1;2007;1;0;1;1;;0;;0;0;0;2;20;17;17;3;4;7;0;3;0;0;17;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;2;0;0;0;0;127630578;0;36083845;0;106962384;0;0;0;0;999;999;999;26582286;6962710;181079;380735;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;2;2;1;2;1;1;1;1;1;2;1;1;2;2;2;3;3;3;1;2;2;999;;2;2;1;2;;2;999;999;999;999;999;999;999;999;999;999;3;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;1,282008267;1,151436121
2402;74;2;100;4;;2;0;999;2;2006;1;0;2;999;5;1;1;1;0;2;2;97;97;118;8;6;1;103;0;0;0;118;0;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;5;0;0;3;0;0;0;0;73190304;0;73404200;0;81964247;0;22;26;21;76;156;704;17671851;150076;1043736;446080;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;4;4;3;2;2;3;3;2;2;2;3;3;2;4;3;2;1;2;4;4;4;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;3;3;3;3;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;1,317877864;1,687964746
2403;77;2;100;4;;2;0;999;2;2007;1;0;2;999;1;2;;0;0;2;2;12;14;16;3;0;13;0;0;0;0;16;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;113272793;0;190230626;0;185093559;0;0;0;0;999;999;999;209024645;54002346;134049513;123641668;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;2;2;1;1;2;3;3;3;3;1;2;1;3;3;3;2;3;3;2;4;4;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;3;3;3;3;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;3,241377653;2,716070596
2404;49;2;100;4;;2;0;999;2;2008;1;0;1;3;;0;;0;0;0;2;230;223;203;5;0;13;184;0;1;0;203;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;3;0;0;2;0;0;0;1;426301654;0;429870141;0;380597966;0;0;0;0;999;999;999;244476323;48918954;26977110;8210131;2;2;1;1;2;2;2;2;2;0;0;5482595;1055417;0;0;0;0;0;0;0;211712;33486;0;0;0;0;0;0;0;239959;179322;0;0;0;0;0;2;999;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;1;1;1;2;0;0;0;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;999;1;1;1;1;0;50;50;0;0;0;2;4;3;4;4;4;2;3;3;1;2;3;1;4;4;3;4;2;2;2;2;2;2;2;2;0;0;2;2;2;2;2;2;2;2;2;3;3;4;4;4;4;4;999;;7;Varios Proveedores de la empresa;1;1;1;2;2;2;2;2;8;Varios Clientes  de la empresa;2;1;2;2;2;2;2;2;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;2;2;1;2;2;3;3;4;4;3;4;2;2;4;3;3;2;4;1;1;3;999;;999;999;999;999;;1;1;1;2;2;1;2;2;2;2;;4;4;2;2;2;2;1;1;1;2;1;1;2;1;1;2;2;4;4;4;2;2;4;2;3;4;2;2;2;2;1;1,457626578;1,219482867
2405;69;2;100;2;;2;0;999;2;2006;1;0;1;1;;0;;0;0;0;2;42;41;39;10;5;21;0;0;3;0;39;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2;0;8;0;0;2;0;0;0;3;45377825;0;49111450;0;56430645;0;0;0;0;999;999;999;335462;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;No tenemos la necesidad de innovar por ahora;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;4;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;2,304625614;3,06045271
2406;63;2;100;4;;2;0;999;2;2007;1;0;1;1;;0;;0;0;0;2;26;24;24;1;20;1;0;0;2;0;24;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;19189903;0;20944919;0;20350870;0;16;18;14;756;;;125477;0;0;0;2;2;2;2;2;2;1;2;2;0;0;0;0;0;0;412454;0;0;0;0;0;0;0;0;465740;0;0;0;0;0;0;0;0;411194;0;0;2;999;0;0;0;0;0;0;0;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;999;2;1;999;1;0;0;100;0;0;100;2;3;1;3;3;1;1;2;4;3;2;1;3;4;4;2;2;2;2;2;2;2;2;2;1;0;0;2;2;2;2;2;1;2;2;3;2;1;2;1;2;2;2;999;;1;ORT;2;2;1;2;2;2;2;2;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;1;1;2;2;2;2;2;1;2;3;4;3;2;2;2;2;2;2;1;2;1;3;3;3;3;3;3;3;4;3;999;;2;1;2;2;;2;999;999;999;999;999;999;999;999;999;999;4;4;4;4;2;1;2;2;2;2;2;1;1;2;2;2;2;4;4;4;4;3;3;2;4;4;2;2;2;2;1;4,524585533;1,984499872
2407;81;2;100;1;;2;0;999;2;2007;1;0;1;1;;0;;0;0;0;2;8;8;11;0;0;0;10;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4113764;0;3613662;0;5337169;0;0;0;0;999;999;999;255576;0;26192;88907;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;1;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;2;3;3;3;3;3;3;3;3;1;1;1;2;2;2;2;3;3;3;3;3;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;3;3;2;3;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;14,10690875;6,908188503
2408;22;2;100;4;;2;0;999;2;2007;1;0;1;1;;0;;0;0;0;2;18;19;16;2;0;13;0;0;1;0;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;21405492;0;25931640;0;24332549;0;0;0;0;999;999;999;1476000;0;0;2225000;2;2;1;2;2;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;615000;0;0;200000;0;0;0;2;999;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;75;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;999;2;0;0;100;0;0;0;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;0;0;1;1;1;2;2;2;1;4;2;3;4;4;4;4;4;4;999;;0;;999;999;999;999;999;999;999;999;0;;999;999;999;999;999;999;999;999;0;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;1;1;2;2;2;2;2;2;1;2;2;1;1;1;2;2;2;4;1;2;2;2;2;1;2;4;4;3;3;3;999;;2;2;1;2;;1;2;1;1;2;2;2;1;1;2;;4;4;4;2;2;1;2;1;1;2;1;1;2;2;1;1;1;2;4;4;1;1;4;1;4;4;2;2;2;2;1;3,741533296;4,086615359
2409;69;2;100;4;;2;0;999;1;2007;1;0;1;1;;0;;0;0;0;2;42;40;45;7;0;27;0;0;11;0;45;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;0;2;0;0;5;6;60211930;0;54318067;0;58094906;0;11;10;10;32;76;;2477235;279223;1043709;630042;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;1;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;2;3;2;2;1;3;3;3;2;2;2;2;3;3;1;2;3;2;1;2;3;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;1;4;2;2;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;2,306766653;3,046262758
2411;52;2;100;6;;2;0;999;2;1941;1;0;1;1;;0;;0;0;0;2;21;21;20;0;0;0;0;0;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;17;18127431;0;17155940;0;18846339;0;0;0;0;999;999;999;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;4;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;4,362235414;2,462413873
2414;62;2;100;3;;2;0;999;2;2007;1;0;1;1;;0;;0;0;0;1;94;84;80;53;19;5;0;0;3;0;80;0;0;13;0;0;0;4;6;0;0;0;27;0;0;0;1;2;0;18;5;0;21;9;0;0;3;149820621;28461;182156080;415977;195122396;259971;1;2;7;840;76;;2986851;610020;140223;3436994;1;2;2;1;2;1;1;2;2;925514;0;0;787466;0;93977;184713;0;0;1020865;0;0;0;0;102238;204077;0;0;1101641;0;0;917473;0;111859;215208;0;0;2;999;1;0;0;4;0;0;1;0;0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;100;0;0;0;0;0;;1;2;2;1;1;999;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;1;2;1;1;1;2;0;80;20;0;0;100;1;1;4;2;1;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;0;0;2;2;2;2;2;1;1;1;3;1;1;3;1;1;3;1;999;;11;ANII y ANDE;1;2;2;2;2;2;2;2;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;1;1;2;2;1;2;2;;1;1;2;2;1;1;1;1;2;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;4;2;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;999;999;999;999;999;999;999;999;999;2;2;2;2;1;2,971813908;2,8253819
